year,month,offense,crimes,clearances,rate,month_num
2021,January,All Offense Types,733,205,27.97,1
2021,January,Crimes Against Person,190,78,41.05,1
2021,January,Kidnapping/Abduction,5,3,60,1
2021,January,Rape,12,4,33.33,1
2021,January,Sodomy,6,1,16.67,1
2021,January,Sexual Assault With An Object,1,NA,NA,1
2021,January,Fondling,5,1,20,1
2021,January,Statutory Rape,1,NA,NA,1
2021,January,Aggravated Assault,26,13,50,1
2021,January,Simple Assault,123,52,42.28,1
2021,January,Intimidation,11,4,36.36,1
2021,January,Crimes Against Property,468,66,14.1,1
2021,January,Arson,1,NA,NA,1
2021,January,Burglary/Breaking & Entering,36,9,25,1
2021,January,Counterfeiting/Forgery,8,3,37.5,1
2021,January,Destruction/Damage/Vandalism of Property,86,11,12.79,1
2021,January,Embezzlement,3,1,33.33,1
2021,January,False Pretenses/Swindle/Confidence Game,16,NA,NA,1
2021,January,Credit Card/Automated Teller Machine Fraud,17,2,11.76,1
2021,January,Wire Fraud,3,NA,NA,1
2021,January,Identity Theft,3,NA,NA,1
2021,January,Robbery,3,1,33.33,1
2021,January,Shoplifting,33,9,27.27,1
2021,January,Theft From Building,42,4,9.52,1
2021,January,Theft From Coin Operated Machine or Device,1,NA,NA,1
2021,January,Theft From Motor Vehicle,93,5,5.38,1
2021,January,Theft of Motor Vehicle Parts/Accessories,33,1,3.03,1
2021,January,All Other Larceny,41,7,17.07,1
2021,January,Motor Vehicle Theft,46,10,21.74,1
2021,January,Stolen Property Offenses,3,3,100,1
2021,January,Crimes Against Society,75,61,81.33,1
2021,January,Drug/Narcotic Violations,43,36,83.72,1
2021,January,Drug Equipment Violations,19,16,84.21,1
2021,January,Pornography/Obscene Material,3,NA,NA,1
2021,January,Weapon Law Violations,10,9,90,1
2021,February,All Offense Types,535,185,34.58,2
2021,February,Crimes Against Person,176,65,36.93,2
2021,February,Murder and Nonnegligent Manslaughter,1,1,100,2
2021,February,Kidnapping/Abduction,2,NA,NA,2
2021,February,Rape,4,NA,NA,2
2021,February,Sodomy,6,NA,NA,2
2021,February,Fondling,7,2,28.57,2
2021,February,Statutory Rape,1,NA,NA,2
2021,February,Aggravated Assault,25,14,56,2
2021,February,Simple Assault,116,43,37.07,2
2021,February,Intimidation,14,5,35.71,2
2021,February,Crimes Against Property,286,55,19.23,2
2021,February,Arson,2,2,100,2
2021,February,Burglary/Breaking & Entering,14,4,28.57,2
2021,February,Counterfeiting/Forgery,3,1,33.33,2
2021,February,Destruction/Damage/Vandalism of Property,64,13,20.31,2
2021,February,Embezzlement,2,1,50,2
2021,February,False Pretenses/Swindle/Confidence Game,19,2,10.53,2
2021,February,Credit Card/Automated Teller Machine Fraud,14,2,14.29,2
2021,February,Impersonation,1,1,100,2
2021,February,Wire Fraud,2,NA,NA,2
2021,February,Identity Theft,3,NA,NA,2
2021,February,Robbery,6,3,50,2
2021,February,Purse-snatching,1,NA,NA,2
2021,February,Shoplifting,27,5,18.52,2
2021,February,Theft From Building,17,6,35.29,2
2021,February,Theft From Motor Vehicle,26,2,7.69,2
2021,February,Theft of Motor Vehicle Parts/Accessories,20,1,5,2
2021,February,All Other Larceny,37,4,10.81,2
2021,February,Motor Vehicle Theft,26,7,26.92,2
2021,February,Stolen Property Offenses,2,1,50,2
2021,February,Crimes Against Society,73,65,89.04,2
2021,February,Drug/Narcotic Violations,40,39,97.5,2
2021,February,Drug Equipment Violations,15,15,100,2
2021,February,Pornography/Obscene Material,3,NA,NA,2
2021,February,Weapon Law Violations,15,11,73.33,2
2021,March,All Offense Types,663,248,37.41,3
2021,March,Crimes Against Person,231,95,41.13,3
2021,March,Murder and Nonnegligent Manslaughter,2,1,50,3
2021,March,Kidnapping/Abduction,6,5,83.33,3
2021,March,Rape,13,1,7.69,3
2021,March,Sodomy,7,1,14.29,3
2021,March,Sexual Assault With An Object,1,NA,NA,3
2021,March,Fondling,6,NA,NA,3
2021,March,Statutory Rape,2,NA,NA,3
2021,March,Aggravated Assault,48,34,70.83,3
2021,March,Simple Assault,139,50,35.97,3
2021,March,Intimidation,7,3,42.86,3
2021,March,Crimes Against Property,326,59,18.1,3
2021,March,Arson,1,1,100,3
2021,March,Burglary/Breaking & Entering,24,5,20.83,3
2021,March,Counterfeiting/Forgery,4,NA,NA,3
2021,March,Destruction/Damage/Vandalism of Property,62,15,24.19,3
2021,March,False Pretenses/Swindle/Confidence Game,25,2,8,3
2021,March,Credit Card/Automated Teller Machine Fraud,12,3,25,3
2021,March,Impersonation,1,1,100,3
2021,March,Wire Fraud,1,NA,NA,3
2021,March,Identity Theft,7,NA,NA,3
2021,March,Robbery,5,2,40,3
2021,March,Shoplifting,40,16,40,3
2021,March,Theft From Building,21,3,14.29,3
2021,March,Theft From Coin Operated Machine or Device,1,NA,NA,3
2021,March,Theft From Motor Vehicle,27,2,7.41,3
2021,March,Theft of Motor Vehicle Parts/Accessories,29,NA,NA,3
2021,March,All Other Larceny,47,5,10.64,3
2021,March,Motor Vehicle Theft,18,3,16.67,3
2021,March,Stolen Property Offenses,1,1,100,3
2021,March,Crimes Against Society,106,94,88.68,3
2021,March,Drug/Narcotic Violations,59,54,91.53,3
2021,March,Drug Equipment Violations,30,28,93.33,3
2021,March,Pornography/Obscene Material,2,NA,NA,3
2021,March,Weapon Law Violations,15,12,80,3
2021,April,All Offense Types,589,185,31.41,4
2021,April,Crimes Against Person,215,76,35.35,4
2021,April,Murder and Nonnegligent Manslaughter,1,1,100,4
2021,April,Kidnapping/Abduction,1,1,100,4
2021,April,Rape,6,NA,NA,4
2021,April,Sodomy,6,NA,NA,4
2021,April,Fondling,5,1,20,4
2021,April,Statutory Rape,1,NA,NA,4
2021,April,Aggravated Assault,39,12,30.77,4
2021,April,Simple Assault,146,59,40.41,4
2021,April,Intimidation,10,2,20,4
2021,April,Crimes Against Property,296,42,14.19,4
2021,April,Arson,2,2,100,4
2021,April,Burglary/Breaking & Entering,22,8,36.36,4
2021,April,Counterfeiting/Forgery,1,1,100,4
2021,April,Destruction/Damage/Vandalism of Property,72,15,20.83,4
2021,April,Embezzlement,3,1,33.33,4
2021,April,False Pretenses/Swindle/Confidence Game,17,1,5.88,4
2021,April,Credit Card/Automated Teller Machine Fraud,14,1,7.14,4
2021,April,Impersonation,1,NA,NA,4
2021,April,Identity Theft,2,NA,NA,4
2021,April,Robbery,6,3,50,4
2021,April,Pocket-picking,1,NA,NA,4
2021,April,Shoplifting,22,3,13.64,4
2021,April,Theft From Building,22,1,4.55,4
2021,April,Theft From Coin Operated Machine or Device,2,NA,NA,4
2021,April,Theft From Motor Vehicle,24,1,4.17,4
2021,April,Theft of Motor Vehicle Parts/Accessories,26,1,3.85,4
2021,April,All Other Larceny,37,2,5.41,4
2021,April,Motor Vehicle Theft,22,2,9.09,4
2021,April,Crimes Against Society,78,67,85.9,4
2021,April,Drug/Narcotic Violations,47,40,85.11,4
2021,April,Drug Equipment Violations,22,20,90.91,4
2021,April,Weapon Law Violations,9,7,77.78,4
2021,May,All Offense Types,658,201,30.55,5
2021,May,Crimes Against Person,246,84,34.15,5
2021,May,Murder and Nonnegligent Manslaughter,1,NA,NA,5
2021,May,Kidnapping/Abduction,4,3,75,5
2021,May,Rape,8,NA,NA,5
2021,May,Sodomy,5,1,20,5
2021,May,Fondling,5,1,20,5
2021,May,Aggravated Assault,35,14,40,5
2021,May,Simple Assault,166,60,36.14,5
2021,May,Intimidation,13,5,38.46,5
2021,May,"Human Trafficking, Commercial Sex Acts",9,NA,NA,5
2021,May,Crimes Against Property,319,38,11.91,5
2021,May,Arson,2,NA,NA,5
2021,May,Burglary/Breaking & Entering,22,5,22.73,5
2021,May,Counterfeiting/Forgery,6,NA,NA,5
2021,May,Destruction/Damage/Vandalism of Property,76,17,22.37,5
2021,May,Embezzlement,5,1,20,5
2021,May,False Pretenses/Swindle/Confidence Game,10,NA,NA,5
2021,May,Credit Card/Automated Teller Machine Fraud,19,NA,NA,5
2021,May,Wire Fraud,1,NA,NA,5
2021,May,Identity Theft,3,NA,NA,5
2021,May,Robbery,4,NA,NA,5
2021,May,Shoplifting,22,3,13.64,5
2021,May,Theft From Building,29,3,10.34,5
2021,May,Theft From Motor Vehicle,40,2,5,5
2021,May,Theft of Motor Vehicle Parts/Accessories,15,1,6.67,5
2021,May,All Other Larceny,34,2,5.88,5
2021,May,Motor Vehicle Theft,31,4,12.9,5
2021,May,Crimes Against Society,93,79,84.95,5
2021,May,Drug/Narcotic Violations,47,44,93.62,5
2021,May,Drug Equipment Violations,28,25,89.29,5
2021,May,Weapon Law Violations,18,10,55.56,5
2021,June,All Offense Types,658,177,26.9,6
2021,June,Crimes Against Person,218,95,43.58,6
2021,June,Kidnapping/Abduction,6,5,83.33,6
2021,June,Rape,7,NA,NA,6
2021,June,Sodomy,4,NA,NA,6
2021,June,Sexual Assault With An Object,2,NA,NA,6
2021,June,Fondling,5,NA,NA,6
2021,June,Statutory Rape,1,NA,NA,6
2021,June,Aggravated Assault,34,20,58.82,6
2021,June,Simple Assault,144,65,45.14,6
2021,June,Intimidation,15,5,33.33,6
2021,June,Crimes Against Property,391,46,11.76,6
2021,June,Arson,1,NA,NA,6
2021,June,Burglary/Breaking & Entering,23,7,30.43,6
2021,June,Counterfeiting/Forgery,3,1,33.33,6
2021,June,Destruction/Damage/Vandalism of Property,83,18,21.69,6
2021,June,Embezzlement,1,NA,NA,6
2021,June,Extortion/Blackmail,1,NA,NA,6
2021,June,False Pretenses/Swindle/Confidence Game,16,NA,NA,6
2021,June,Credit Card/Automated Teller Machine Fraud,22,NA,NA,6
2021,June,Wire Fraud,1,NA,NA,6
2021,June,Identity Theft,3,NA,NA,6
2021,June,Robbery,2,NA,NA,6
2021,June,Pocket-picking,1,NA,NA,6
2021,June,Shoplifting,32,7,21.88,6
2021,June,Theft From Building,24,4,16.67,6
2021,June,Theft From Motor Vehicle,65,1,1.54,6
2021,June,Theft of Motor Vehicle Parts/Accessories,25,NA,NA,6
2021,June,All Other Larceny,58,5,8.62,6
2021,June,Motor Vehicle Theft,30,3,10,6
2021,June,Crimes Against Society,49,36,73.47,6
2021,June,Drug/Narcotic Violations,25,21,84,6
2021,June,Drug Equipment Violations,11,9,81.82,6
2021,June,Weapon Law Violations,13,6,46.15,6
2021,July,All Offense Types,785,219,27.9,7
2021,July,Crimes Against Person,223,100,44.84,7
2021,July,Kidnapping/Abduction,2,2,100,7
2021,July,Rape,10,NA,NA,7
2021,July,Sodomy,6,3,50,7
2021,July,Fondling,6,NA,NA,7
2021,July,Aggravated Assault,38,27,71.05,7
2021,July,Simple Assault,149,62,41.61,7
2021,July,Intimidation,12,6,50,7
2021,July,Crimes Against Property,496,62,12.5,7
2021,July,Arson,1,NA,NA,7
2021,July,Burglary/Breaking & Entering,35,8,22.86,7
2021,July,Counterfeiting/Forgery,10,1,10,7
2021,July,Destruction/Damage/Vandalism of Property,80,16,20,7
2021,July,Embezzlement,4,2,50,7
2021,July,False Pretenses/Swindle/Confidence Game,21,NA,NA,7
2021,July,Credit Card/Automated Teller Machine Fraud,30,3,10,7
2021,July,Wire Fraud,1,NA,NA,7
2021,July,Identity Theft,7,NA,NA,7
2021,July,Hacking/Computer Invasion,1,NA,NA,7
2021,July,Robbery,4,1,25,7
2021,July,Pocket-picking,2,NA,NA,7
2021,July,Shoplifting,27,7,25.93,7
2021,July,Theft From Building,41,7,17.07,7
2021,July,Theft From Motor Vehicle,91,6,6.59,7
2021,July,Theft of Motor Vehicle Parts/Accessories,37,NA,NA,7
2021,July,All Other Larceny,63,4,6.35,7
2021,July,Motor Vehicle Theft,41,7,17.07,7
2021,July,Crimes Against Society,66,57,86.36,7
2021,July,Drug/Narcotic Violations,38,34,89.47,7
2021,July,Drug Equipment Violations,17,17,100,7
2021,July,Pornography/Obscene Material,1,NA,NA,7
2021,July,Weapon Law Violations,10,6,60,7
2021,August,All Offense Types,810,207,25.56,8
2021,August,Crimes Against Person,210,77,36.67,8
2021,August,Kidnapping/Abduction,10,8,80,8
2021,August,Rape,12,1,8.33,8
2021,August,Sodomy,3,NA,NA,8
2021,August,Sexual Assault With An Object,1,NA,NA,8
2021,August,Fondling,12,NA,NA,8
2021,August,Aggravated Assault,36,19,52.78,8
2021,August,Simple Assault,128,45,35.16,8
2021,August,Intimidation,8,4,50,8
2021,August,Crimes Against Property,519,67,12.91,8
2021,August,Burglary/Breaking & Entering,41,6,14.63,8
2021,August,Counterfeiting/Forgery,8,2,25,8
2021,August,Destruction/Damage/Vandalism of Property,102,14,13.73,8
2021,August,Embezzlement,6,3,50,8
2021,August,Extortion/Blackmail,1,NA,NA,8
2021,August,False Pretenses/Swindle/Confidence Game,16,1,6.25,8
2021,August,Credit Card/Automated Teller Machine Fraud,25,3,12,8
2021,August,Identity Theft,2,NA,NA,8
2021,August,Robbery,4,2,50,8
2021,August,Shoplifting,37,12,32.43,8
2021,August,Theft From Building,41,3,7.32,8
2021,August,Theft From Coin Operated Machine or Device,2,NA,NA,8
2021,August,Theft From Motor Vehicle,101,6,5.94,8
2021,August,Theft of Motor Vehicle Parts/Accessories,31,2,6.45,8
2021,August,All Other Larceny,59,6,10.17,8
2021,August,Motor Vehicle Theft,43,7,16.28,8
2021,August,Crimes Against Society,81,63,77.78,8
2021,August,Drug/Narcotic Violations,51,41,80.39,8
2021,August,Drug Equipment Violations,19,17,89.47,8
2021,August,Weapon Law Violations,11,5,45.45,8
2021,September,All Offense Types,806,234,29.03,9
2021,September,Crimes Against Person,259,106,40.93,9
2021,September,Kidnapping/Abduction,8,5,62.5,9
2021,September,Rape,4,NA,NA,9
2021,September,Sodomy,4,NA,NA,9
2021,September,Sexual Assault With An Object,1,NA,NA,9
2021,September,Fondling,6,NA,NA,9
2021,September,Statutory Rape,1,NA,NA,9
2021,September,Aggravated Assault,39,19,48.72,9
2021,September,Simple Assault,179,76,42.46,9
2021,September,Intimidation,17,6,35.29,9
2021,September,Crimes Against Property,470,64,13.62,9
2021,September,Arson,1,1,100,9
2021,September,Burglary/Breaking & Entering,47,7,14.89,9
2021,September,Counterfeiting/Forgery,10,1,10,9
2021,September,Destruction/Damage/Vandalism of Property,89,20,22.47,9
2021,September,Embezzlement,1,1,100,9
2021,September,Extortion/Blackmail,1,NA,NA,9
2021,September,False Pretenses/Swindle/Confidence Game,17,3,17.65,9
2021,September,Credit Card/Automated Teller Machine Fraud,28,1,3.57,9
2021,September,Wire Fraud,1,NA,NA,9
2021,September,Identity Theft,5,NA,NA,9
2021,September,Robbery,4,NA,NA,9
2021,September,Pocket-picking,1,NA,NA,9
2021,September,Purse-snatching,1,1,100,9
2021,September,Shoplifting,32,9,28.13,9
2021,September,Theft From Building,33,4,12.12,9
2021,September,Theft From Motor Vehicle,71,6,8.45,9
2021,September,Theft of Motor Vehicle Parts/Accessories,51,1,1.96,9
2021,September,All Other Larceny,49,4,8.16,9
2021,September,Motor Vehicle Theft,27,4,14.81,9
2021,September,Stolen Property Offenses,1,1,100,9
2021,September,Crimes Against Society,77,64,83.12,9
2021,September,Drug/Narcotic Violations,40,37,92.5,9
2021,September,Drug Equipment Violations,17,16,94.12,9
2021,September,Pornography/Obscene Material,2,NA,NA,9
2021,September,Weapon Law Violations,18,11,61.11,9
2021,October,All Offense Types,864,208,24.07,10
2021,October,Crimes Against Person,251,74,29.48,10
2021,October,Murder and Nonnegligent Manslaughter,1,NA,NA,10
2021,October,Kidnapping/Abduction,8,5,62.5,10
2021,October,Rape,6,1,16.67,10
2021,October,Sodomy,4,1,25,10
2021,October,Fondling,3,NA,NA,10
2021,October,Statutory Rape,1,NA,NA,10
2021,October,Aggravated Assault,49,8,16.33,10
2021,October,Simple Assault,166,57,34.34,10
2021,October,Intimidation,13,2,15.38,10
2021,October,Crimes Against Property,528,60,11.36,10
2021,October,Arson,3,1,33.33,10
2021,October,Burglary/Breaking & Entering,41,6,14.63,10
2021,October,Counterfeiting/Forgery,8,2,25,10
2021,October,Destruction/Damage/Vandalism of Property,96,13,13.54,10
2021,October,Embezzlement,8,3,37.5,10
2021,October,False Pretenses/Swindle/Confidence Game,20,NA,NA,10
2021,October,Credit Card/Automated Teller Machine Fraud,30,1,3.33,10
2021,October,Wire Fraud,3,NA,NA,10
2021,October,Identity Theft,2,NA,NA,10
2021,October,Robbery,6,1,16.67,10
2021,October,Pocket-picking,1,NA,NA,10
2021,October,Shoplifting,39,15,38.46,10
2021,October,Theft From Building,31,4,12.9,10
2021,October,Theft From Motor Vehicle,96,1,1.04,10
2021,October,Theft of Motor Vehicle Parts/Accessories,33,NA,NA,10
2021,October,All Other Larceny,60,6,10,10
2021,October,Motor Vehicle Theft,51,7,13.73,10
2021,October,Crimes Against Society,85,74,87.06,10
2021,October,Drug/Narcotic Violations,42,38,90.48,10
2021,October,Drug Equipment Violations,26,26,100,10
2021,October,Pornography/Obscene Material,1,1,100,10
2021,October,Weapon Law Violations,13,8,61.54,10
2021,October,Animal Cruelty,3,1,33.33,10
2021,November,All Offense Types,723,186,25.73,11
2021,November,Crimes Against Person,233,84,36.05,11
2021,November,Kidnapping/Abduction,4,4,100,11
2021,November,Rape,9,NA,NA,11
2021,November,Sodomy,5,1,20,11
2021,November,Fondling,4,NA,NA,11
2021,November,Aggravated Assault,41,20,48.78,11
2021,November,Simple Assault,152,52,34.21,11
2021,November,Intimidation,17,7,41.18,11
2021,November,"Human Trafficking, Commercial Sex Acts",1,NA,NA,11
2021,November,Crimes Against Property,428,54,12.62,11
2021,November,Burglary/Breaking & Entering,25,4,16,11
2021,November,Counterfeiting/Forgery,7,1,14.29,11
2021,November,Destruction/Damage/Vandalism of Property,72,15,20.83,11
2021,November,Embezzlement,6,2,33.33,11
2021,November,False Pretenses/Swindle/Confidence Game,14,NA,NA,11
2021,November,Credit Card/Automated Teller Machine Fraud,29,1,3.45,11
2021,November,Wire Fraud,4,NA,NA,11
2021,November,Identity Theft,2,1,50,11
2021,November,Robbery,5,1,20,11
2021,November,Purse-snatching,1,NA,NA,11
2021,November,Shoplifting,31,9,29.03,11
2021,November,Theft From Building,31,5,16.13,11
2021,November,Theft From Coin Operated Machine or Device,1,1,100,11
2021,November,Theft From Motor Vehicle,67,4,5.97,11
2021,November,Theft of Motor Vehicle Parts/Accessories,41,NA,NA,11
2021,November,All Other Larceny,61,6,9.84,11
2021,November,Motor Vehicle Theft,31,4,12.9,11
2021,November,Crimes Against Society,62,48,77.42,11
2021,November,Drug/Narcotic Violations,28,26,92.86,11
2021,November,Drug Equipment Violations,16,15,93.75,11
2021,November,Pornography/Obscene Material,2,1,50,11
2021,November,Weapon Law Violations,16,6,37.5,11
2021,December,All Offense Types,634,165,26.03,12
2021,December,Crimes Against Person,177,57,32.2,12
2021,December,Kidnapping/Abduction,7,4,57.14,12
2021,December,Rape,6,1,16.67,12
2021,December,Sodomy,2,NA,NA,12
2021,December,Fondling,9,NA,NA,12
2021,December,Aggravated Assault,24,16,66.67,12
2021,December,Simple Assault,124,35,28.23,12
2021,December,Intimidation,5,1,20,12
2021,December,Crimes Against Property,388,50,12.89,12
2021,December,Arson,1,NA,NA,12
2021,December,Burglary/Breaking & Entering,37,6,16.22,12
2021,December,Counterfeiting/Forgery,6,NA,NA,12
2021,December,Destruction/Damage/Vandalism of Property,72,13,18.06,12
2021,December,Embezzlement,3,1,33.33,12
2021,December,False Pretenses/Swindle/Confidence Game,14,2,14.29,12
2021,December,Credit Card/Automated Teller Machine Fraud,32,1,3.13,12
2021,December,Wire Fraud,1,NA,NA,12
2021,December,Identity Theft,3,NA,NA,12
2021,December,Robbery,2,1,50,12
2021,December,Purse-snatching,1,NA,NA,12
2021,December,Shoplifting,36,10,27.78,12
2021,December,Theft From Building,35,3,8.57,12
2021,December,Theft From Motor Vehicle,54,3,5.56,12
2021,December,Theft of Motor Vehicle Parts/Accessories,25,NA,NA,12
2021,December,All Other Larceny,45,6,13.33,12
2021,December,Motor Vehicle Theft,21,4,19.05,12
2021,December,Crimes Against Society,69,58,84.06,12
2021,December,Drug/Narcotic Violations,36,32,88.89,12
2021,December,Drug Equipment Violations,23,21,91.3,12
2021,December,Weapon Law Violations,10,5,50,12
2022,January,All Offense Types,586,170,29.01,1
2022,January,Crimes Against Person,202,89,44.06,1
2022,January,Murder and Nonnegligent Manslaughter,1,1,100,1
2022,January,Kidnapping/Abduction,3,3,100,1
2022,January,Rape,5,NA,NA,1
2022,January,Sodomy,4,3,75,1
2022,January,Fondling,6,NA,NA,1
2022,January,Statutory Rape,2,NA,NA,1
2022,January,Aggravated Assault,24,9,37.5,1
2022,January,Simple Assault,144,71,49.31,1
2022,January,Intimidation,13,2,15.38,1
2022,January,Crimes Against Property,341,49,14.37,1
2022,January,Arson,4,1,25,1
2022,January,Burglary/Breaking & Entering,31,4,12.9,1
2022,January,Counterfeiting/Forgery,5,1,20,1
2022,January,Destruction/Damage/Vandalism of Property,61,15,24.59,1
2022,January,Embezzlement,2,1,50,1
2022,January,False Pretenses/Swindle/Confidence Game,17,NA,NA,1
2022,January,Credit Card/Automated Teller Machine Fraud,23,2,8.7,1
2022,January,Impersonation,2,1,50,1
2022,January,Wire Fraud,2,NA,NA,1
2022,January,Identity Theft,1,NA,NA,1
2022,January,Robbery,4,3,75,1
2022,January,Shoplifting,33,9,27.27,1
2022,January,Theft From Building,25,5,20,1
2022,January,Theft From Motor Vehicle,36,2,5.56,1
2022,January,Theft of Motor Vehicle Parts/Accessories,22,NA,NA,1
2022,January,All Other Larceny,44,3,6.82,1
2022,January,Motor Vehicle Theft,28,1,3.57,1
2022,January,Stolen Property Offenses,1,1,100,1
2022,January,Crimes Against Society,43,32,74.42,1
2022,January,Drug/Narcotic Violations,24,20,83.33,1
2022,January,Drug Equipment Violations,10,7,70,1
2022,January,Weapon Law Violations,9,5,55.56,1
2022,February,All Offense Types,557,189,33.93,2
2022,February,Crimes Against Person,206,82,39.81,2
2022,February,Murder and Nonnegligent Manslaughter,1,1,100,2
2022,February,Kidnapping/Abduction,6,5,83.33,2
2022,February,Rape,6,NA,NA,2
2022,February,Sodomy,1,NA,NA,2
2022,February,Sexual Assault With An Object,1,NA,NA,2
2022,February,Fondling,10,NA,NA,2
2022,February,Aggravated Assault,37,34,91.89,2
2022,February,Simple Assault,130,40,30.77,2
2022,February,Intimidation,14,2,14.29,2
2022,February,Crimes Against Property,279,41,14.7,2
2022,February,Arson,1,NA,NA,2
2022,February,Burglary/Breaking & Entering,17,2,11.76,2
2022,February,Counterfeiting/Forgery,10,2,20,2
2022,February,Destruction/Damage/Vandalism of Property,42,14,33.33,2
2022,February,Embezzlement,2,1,50,2
2022,February,False Pretenses/Swindle/Confidence Game,13,1,7.69,2
2022,February,Credit Card/Automated Teller Machine Fraud,9,2,22.22,2
2022,February,Wire Fraud,3,NA,NA,2
2022,February,Identity Theft,3,NA,NA,2
2022,February,Robbery,5,NA,NA,2
2022,February,Purse-snatching,1,1,100,2
2022,February,Shoplifting,26,5,19.23,2
2022,February,Theft From Building,25,2,8,2
2022,February,Theft From Coin Operated Machine or Device,1,NA,NA,2
2022,February,Theft From Motor Vehicle,39,4,10.26,2
2022,February,Theft of Motor Vehicle Parts/Accessories,25,NA,NA,2
2022,February,All Other Larceny,28,1,3.57,2
2022,February,Motor Vehicle Theft,29,6,20.69,2
2022,February,Crimes Against Society,72,66,91.67,2
2022,February,Drug/Narcotic Violations,33,30,90.91,2
2022,February,Drug Equipment Violations,24,24,100,2
2022,February,Pornography/Obscene Material,1,NA,NA,2
2022,February,Weapon Law Violations,13,11,84.62,2
2022,February,Animal Cruelty,1,1,100,2
2022,March,All Offense Types,771,260,33.72,3
2022,March,Crimes Against Person,236,107,45.34,3
2022,March,Murder and Nonnegligent Manslaughter,1,1,100,3
2022,March,Kidnapping/Abduction,6,6,100,3
2022,March,Rape,5,1,20,3
2022,March,Sodomy,1,NA,NA,3
2022,March,Fondling,10,NA,NA,3
2022,March,Statutory Rape,2,NA,NA,3
2022,March,Aggravated Assault,39,23,58.97,3
2022,March,Simple Assault,163,69,42.33,3
2022,March,Intimidation,9,7,77.78,3
2022,March,Crimes Against Property,421,57,13.54,3
2022,March,Arson,1,1,100,3
2022,March,Burglary/Breaking & Entering,35,9,25.71,3
2022,March,Counterfeiting/Forgery,10,2,20,3
2022,March,Destruction/Damage/Vandalism of Property,61,10,16.39,3
2022,March,Embezzlement,3,NA,NA,3
2022,March,Extortion/Blackmail,1,NA,NA,3
2022,March,False Pretenses/Swindle/Confidence Game,22,2,9.09,3
2022,March,Credit Card/Automated Teller Machine Fraud,20,3,15,3
2022,March,Impersonation,1,NA,NA,3
2022,March,Wire Fraud,1,NA,NA,3
2022,March,Identity Theft,9,NA,NA,3
2022,March,Robbery,3,1,33.33,3
2022,March,Shoplifting,35,7,20,3
2022,March,Theft From Building,50,8,16,3
2022,March,Theft From Motor Vehicle,77,3,3.9,3
2022,March,Theft of Motor Vehicle Parts/Accessories,22,1,4.55,3
2022,March,All Other Larceny,35,5,14.29,3
2022,March,Motor Vehicle Theft,34,4,11.76,3
2022,March,Stolen Property Offenses,1,1,100,3
2022,March,Crimes Against Society,114,96,84.21,3
2022,March,Drug/Narcotic Violations,63,55,87.3,3
2022,March,Drug Equipment Violations,31,29,93.55,3
2022,March,Pornography/Obscene Material,2,1,50,3
2022,March,Prostitution,1,NA,NA,3
2022,March,Weapon Law Violations,15,11,73.33,3
2022,March,Animal Cruelty,2,NA,NA,3
2022,April,All Offense Types,695,207,29.78,4
2022,April,Crimes Against Person,205,75,36.59,4
2022,April,Kidnapping/Abduction,4,4,100,4
